time	DeviceName	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	AngleX(°)	AngleY(°)	AngleZ(°)	DisplacementX(um)	DisplacementY(um)	DisplacementZ(um)	FrequencyX(hz)	FrequencyY(hz)	FrequencyZ(hz)	Temperature(°C)	VersionNumber()	Electricity(%)
2025-3-13 22:24:28.874	WTVB01-BT50(8021AB414BBE)	1	2	5	0.148	0.071	0.077	13	46	51	4	8	11	20.96	10057.2.3	100
2025-3-13 22:24:28.994	WTVB01-BT50(8021AB414BBE)	4	3	5	0.082	0.027	0.049	17	29	35	4	8	11	20.83	10057.2.3	100
2025-3-13 22:24:29.53	WTVB01-BT50(8021AB414BBE)	3	2	7	0.494	0.214	0.082	16	13	70	4	8	11	20.70	10057.2.3	100
2025-3-13 22:24:29.174	WTVB01-BT50(8021AB414BBE)	4	13	5	0.330	0.099	0.159	23	171	74	4	8	11	20.77	10057.2.3	100
2025-3-13 22:24:29.264	WTVB01-BT50(8021AB414BBE)	4	7	15	0.659	0.220	0.038	73	143	152	4	8	11	20.89	10057.2.3	100
2025-3-13 22:24:29.384	WTVB01-BT50(8021AB414BBE)	6	25	13	0.461	1.022	0.236	29	172	324	4	8	11	21.21	10057.2.3	100
2025-3-13 22:24:29.473	WTVB01-BT50(8021AB414BBE)	3	4	14	0.231	1.115	0.165	25	73	474	8	4	3	20.83	10057.2.3	100
2025-3-13 22:24:29.594	WTVB01-BT50(8021AB414BBE)	8	3	34	0.049	0.703	0.121	101	39	649	8	4	3	21.21	10057.2.3	100
2025-3-13 22:24:29.684	WTVB01-BT50(8021AB414BBE)	11	8	50	0.797	1.302	0.104	209	219	1068	8	4	3	20.89	10057.2.3	100
2025-3-13 22:24:29.804	WTVB01-BT50(8021AB414BBE)	20	10	52	0.483	0.275	0.022	197	217	774	8	4	3	20.83	10057.2.3	100
2025-3-13 22:24:29.864	WTVB01-BT50(8021AB414BBE)	15	21	92	0.527	0.439	0.192	256	238	1074	8	4	3	20.70	10057.2.3	100
2025-3-13 22:24:29.984	WTVB01-BT50(8021AB414BBE)	21	15	61	0.423	0.445	0.022	207	190	727	8	4	3	20.70	10057.2.3	100
2025-3-13 22:24:30.74	WTVB01-BT50(8021AB414BBE)	17	24	63	0.352	1.203	0.060	146	82	250	8	4	3	20.96	10057.2.3	100
2025-3-13 22:24:30.194	WTVB01-BT50(8021AB414BBE)	9	19	46	0.253	0.802	0.011	212	116	339	8	4	3	20.83	10057.2.3	100
2025-3-13 22:24:30.284	WTVB01-BT50(8021AB414BBE)	13	10	12	0.198	1.082	0.297	45	182	418	8	4	3	20.77	10057.2.3	100
2025-3-13 22:24:30.404	WTVB01-BT50(8021AB414BBE)	1	15	20	0.335	1.044	0.137	133	66	313	8	4	3	20.96	10057.2.3	100
2025-3-13 22:24:30.464	WTVB01-BT50(8021AB414BBE)	10	8	31	0.088	0.950	0.132	80	164	601	5	5	5	20.89	10057.2.3	100
2025-3-13 22:24:30.584	WTVB01-BT50(8021AB414BBE)	4	5	22	0.099	1.159	0.071	82	159	673	5	5	5	20.96	10057.2.3	100
2025-3-13 22:24:30.674	WTVB01-BT50(8021AB414BBE)	5	8	42	0.280	0.703	0.077	58	146	761	5	5	5	20.89	10057.2.3	100
2025-3-13 22:24:30.794	WTVB01-BT50(8021AB414BBE)	0	12	37	0.390	1.137	0.132	115	234	929	5	5	5	20.89	10057.2.3	100
2025-3-13 22:24:30.884	WTVB01-BT50(8021AB414BBE)	10	10	52	0.511	0.483	0.044	41	198	863	5	5	5	20.96	10057.2.3	100
2025-3-13 22:24:31.4	WTVB01-BT50(8021AB414BBE)	2	21	88	1.066	0.571	0.137	136	362	1314	5	5	5	21.21	10057.2.3	100
2025-3-13 22:24:31.94	WTVB01-BT50(8021AB414BBE)	9	14	67	0.390	0.187	0.027	20	222	925	5	5	5	20.89	10057.2.3	100
2025-3-13 22:24:31.214	WTVB01-BT50(8021AB414BBE)	4	22	118	0.478	0.604	0.258	129	229	1274	5	5	5	20.96	10057.2.3	100
2025-3-13 22:24:31.274	WTVB01-BT50(8021AB414BBE)	8	11	65	0.082	0.297	0.088	121	130	734	5	5	5	21.15	10057.2.3	100
2025-3-13 22:24:31.394	WTVB01-BT50(8021AB414BBE)	14	7	37	0.176	0.906	0.055	88	44	135	5	5	5	21.02	10057.2.3	100
2025-3-13 22:24:31.484	WTVB01-BT50(8021AB414BBE)	3	9	37	0.104	0.972	0.077	150	77	179	7	4	5	20.70	10057.2.3	100
2025-3-13 22:24:31.604	WTVB01-BT50(8021AB414BBE)	11	5	27	0.154	1.093	0.093	18	95	549	7	4	5	21.21	10057.2.3	100
2025-3-13 22:24:31.694	WTVB01-BT50(8021AB414BBE)	0	2	17	0.374	1.247	0.060	125	124	599	7	4	5	20.89	10057.2.3	100
2025-3-13 22:24:31.814	WTVB01-BT50(8021AB414BBE)	11	8	46	0.192	0.934	0.088	6	146	762	7	4	5	21.02	10057.2.3	100
2025-3-13 22:24:31.874	WTVB01-BT50(8021AB414BBE)	5	0	44	0.401	1.593	0.132	126	200	1022	7	4	5	20.96	10057.2.3	100
2025-3-13 22:24:31.994	WTVB01-BT50(8021AB414BBE)	13	11	52	0.417	0.483	0.060	112	190	867	7	4	5	20.64	10057.2.3	100
2025-3-13 22:24:32.84	WTVB01-BT50(8021AB414BBE)	2	13	89	0.560	0.797	0.143	272	268	1288	7	4	5	20.89	10057.2.3	100
2025-3-13 22:24:32.204	WTVB01-BT50(8021AB414BBE)	30	10	52	0.170	0.121	0.082	100	150	723	7	4	5	20.70	10057.2.3	100
2025-3-13 22:24:32.294	WTVB01-BT50(8021AB414BBE)	13	33	113	0.417	0.961	0.148	355	333	996	7	4	5	20.89	10057.2.3	100
2025-3-13 22:24:32.415	WTVB01-BT50(8021AB414BBE)	26	14	53	0.203	0.363	0.011	203	153	593	7	4	5	20.89	10057.2.3	100
2025-3-13 22:24:32.504	WTVB01-BT50(8021AB414BBE)	20	19	37	0.242	1.241	0.115	195	56	192	5	5	4	20.89	10057.2.3	100
2025-3-13 22:24:32.624	WTVB01-BT50(8021AB414BBE)	6	10	48	0.242	1.016	0.148	237	113	304	5	5	4	20.70	10057.2.3	100
2025-3-13 22:24:32.683	WTVB01-BT50(8021AB414BBE)	14	8	26	0.330	1.049	0.159	84	117	470	5	5	4	20.96	10057.2.3	100
2025-3-13 22:24:32.804	WTVB01-BT50(8021AB414BBE)	5	6	16	0.676	1.395	0.033	102	102	554	5	5	4	21.15	10057.2.3	100
2025-3-13 22:24:32.894	WTVB01-BT50(8021AB414BBE)	5	8	32	0.258	0.967	0.060	92	139	663	5	5	4	20.96	10057.2.3	100
2025-3-13 22:24:33.15	WTVB01-BT50(8021AB414BBE)	3	6	33	0.456	1.560	0.225	86	179	867	5	5	4	20.96	10057.2.3	100
2025-3-13 22:24:33.104	WTVB01-BT50(8021AB414BBE)	6	6	46	0.352	0.797	0.071	31	144	815	5	5	4	20.96	10057.2.3	100
2025-3-13 22:24:33.224	WTVB01-BT50(8021AB414BBE)	3	10	53	0.802	1.522	0.170	184	313	1153	5	5	4	20.89	10057.2.3	100
2025-3-13 22:24:33.284	WTVB01-BT50(8021AB414BBE)	19	11	55	0.264	0.720	0.055	74	207	896	5	5	4	20.89	10057.2.3	100
2025-3-13 22:24:33.404	WTVB01-BT50(8021AB414BBE)	4	28	75	1.450	1.604	0.390	291	491	1299	5	5	4	20.89	10057.2.3	100
2025-3-13 22:24:33.494	WTVB01-BT50(8021AB414BBE)	15	12	61	0.291	0.396	0.110	108	241	871	5	4	5	20.83	10057.2.3	100
2025-3-13 22:24:33.615	WTVB01-BT50(8021AB414BBE)	10	37	111	1.126	0.626	0.478	188	466	1316	5	4	5	20.89	10057.2.3	100
2025-3-13 22:24:33.705	WTVB01-BT50(8021AB414BBE)	17	14	48	0.231	0.275	0.121	117	276	735	5	4	5	20.89	10057.2.3	100
2025-3-13 22:24:33.824	WTVB01-BT50(8021AB414BBE)	14	33	120	0.445	0.983	0.275	192	299	1076	5	4	5	20.89	10057.2.3	100
2025-3-13 22:24:33.914	WTVB01-BT50(8021AB414BBE)	14	16	67	0.011	0.313	0.044	205	175	751	5	4	5	21.02	10057.2.3	100
2025-3-13 22:24:34.34	WTVB01-BT50(8021AB414BBE)	16	17	55	0.231	1.302	0.104	115	83	186	5	4	5	20.89	10057.2.3	100
2025-3-13 22:24:34.94	WTVB01-BT50(8021AB414BBE)	5	14	48	0.055	0.769	0.055	202	101	320	5	4	5	20.96	10057.2.3	100
2025-3-13 22:24:34.215	WTVB01-BT50(8021AB414BBE)	9	10	24	0.198	1.143	0.137	16	158	482	5	4	5	20.96	10057.2.3	100
2025-3-13 22:24:34.305	WTVB01-BT50(8021AB414BBE)	5	7	14	0.352	1.307	0.132	38	182	497	5	4	5	21.02	10057.2.3	100
2025-3-13 22:24:34.424	WTVB01-BT50(8021AB414BBE)	4	11	35	0.143	0.994	0.126	70	160	635	5	4	5	21.02	10057.2.3	100
2025-3-13 22:24:34.514	WTVB01-BT50(8021AB414BBE)	3	8	27	0.297	1.483	0.027	40	195	769	6	5	4	21.02	10057.2.3	100
2025-3-13 22:24:34.664	WTVB01-BT50(8021AB414BBE)	8	10	37	0.302	0.709	0.099	46	164	731	6	5	4	21.02	10057.2.3	100
2025-3-13 22:24:34.693	WTVB01-BT50(8021AB414BBE)	1	15	70	0.807	1.373	0.110	190	333	1256	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:34.815	WTVB01-BT50(8021AB414BBE)	19	15	57	0.363	0.390	0.066	75	238	855	6	5	4	21.15	10057.2.3	100
2025-3-13 22:24:34.905	WTVB01-BT50(8021AB414BBE)	3	30	116	0.868	0.357	0.374	246	364	1354	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:35.24	WTVB01-BT50(8021AB414BBE)	15	13	69	0.319	0.154	0.066	127	173	916	6	5	4	21.21	10057.2.3	100
2025-3-13 22:24:35.114	WTVB01-BT50(8021AB414BBE)	9	29	122	0.527	0.835	0.291	173	297	1123	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:35.234	WTVB01-BT50(8021AB414BBE)	12	18	65	0.055	0.231	0.038	207	229	774	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:35.324	WTVB01-BT50(8021AB414BBE)	11	18	63	0.115	0.978	0.049	128	88	331	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:35.444	WTVB01-BT50(8021AB414BBE)	2	14	49	0.148	0.747	0.055	149	80	308	6	5	4	20.89	10057.2.3	100
2025-3-13 22:24:35.505	WTVB01-BT50(8021AB414BBE)	0	4	15	0.038	1.082	0.154	28	108	467	6	5	5	20.89	10057.2.3	100
2025-3-13 22:24:35.623	WTVB01-BT50(8021AB414BBE)	2	11	18	0.126	0.335	0.236	63	234	432	6	5	5	20.89	10057.2.3	100
2025-3-13 22:24:35.714	WTVB01-BT50(8021AB414BBE)	6	3	11	0.154	0.198	0.060	75	84	74	6	5	5	20.96	10057.2.3	100
2025-3-13 22:24:35.834	WTVB01-BT50(8021AB414BBE)	1	4	3	0.093	0.038	0.115	47	26	35	6	5	5	21.21	10057.2.3	100
2025-3-13 22:24:35.923	WTVB01-BT50(8021AB414BBE)	5	0	5	0.137	0.093	0.044	30	19	42	6	5	5	21.02	10057.2.3	100
2025-3-13 22:24:36.44	WTVB01-BT50(8021AB414BBE)	2	10	29	0.895	0.813	0.071	39	126	298	6	5	5	21.02	10057.2.3	100
2025-3-13 22:24:36.105	WTVB01-BT50(8021AB414BBE)	0	2	7	0.159	0.088	0.000	9	24	63	6	5	5	20.96	10057.2.3	100
2025-3-13 22:24:36.224	WTVB01-BT50(8021AB414BBE)	0	0	1	0.011	0.000	0.000	0	2	6	6	5	5	20.77	10057.2.3	100
2025-3-13 22:24:36.314	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	6	5	5	20.77	10057.2.3	100
2025-3-13 22:24:36.434	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	6	5	5	20.96	10057.2.3	100
2025-3-13 22:24:36.524	WTVB01-BT50(8021AB414BBE)	0	0	0	0.011	0.000	0.000	0	4	2	10	9	12	21.02	10057.2.3	100
2025-3-13 22:24:36.643	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	3	10	9	12	21.02	10057.2.3	100
2025-3-13 22:24:36.734	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	10	9	12	20.83	10057.2.3	100
2025-3-13 22:24:36.854	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	10	9	12	20.89	10057.2.3	100
2025-3-13 22:24:36.914	WTVB01-BT50(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	10	9	12	20.83	10057.2.3	100
