time	DeviceName	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	AngleX(°)	AngleY(°)	AngleZ(°)	DisplacementX(um)	DisplacementY(um)	DisplacementZ(um)	FrequencyX(hz)	FrequencyY(hz)	FrequencyZ(hz)	Temperature(°C)	VersionNumber()	Electricity(%)
2025-4-20 11:3:0.272	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	0	8	22.79	10057.2.3	100
2025-4-20 11:3:0.347	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.60	10057.2.3	100
2025-4-20 11:3:0.472	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.60	10057.2.3	100
2025-4-20 11:3:0.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.72	10057.2.3	100
2025-4-20 11:3:0.671	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.66	10057.2.3	100
2025-4-20 11:3:0.747	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.79	10057.2.3	100
2025-4-20 11:3:0.872	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.66	10057.2.3	100
2025-4-20 11:3:0.947	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.66	10057.2.3	100
2025-4-20 11:3:1.73	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.47	10057.2.3	100
2025-4-20 11:3:1.148	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.79	10057.2.3	100
2025-4-20 11:3:1.272	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	5	22.66	10057.2.3	100
2025-4-20 11:3:1.347	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:1.472	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.98	10057.2.3	100
2025-4-20 11:3:1.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.60	10057.2.3	100
2025-4-20 11:3:1.672	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.66	10057.2.3	100
2025-4-20 11:3:1.747	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.72	10057.2.3	100
2025-4-20 11:3:1.871	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:1.947	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:2.72	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.66	10057.2.3	100
2025-4-20 11:3:2.171	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.60	10057.2.3	100
2025-4-20 11:3:2.296	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.91	10057.2.3	100
2025-4-20 11:3:2.372	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:2.472	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.60	10057.2.3	100
2025-4-20 11:3:2.572	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.66	10057.2.3	100
2025-4-20 11:3:2.672	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.66	10057.2.3	100
2025-4-20 11:3:2.773	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	0	0	0	22.72	10057.2.3	100
2025-4-20 11:3:2.897	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:2.972	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:3.97	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:3.197	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.47	10057.2.3	100
2025-4-20 11:3:3.298	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-4-20 11:3:3.372	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	0	7	22.66	10057.2.3	100
2025-4-20 11:3:3.497	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	4	0	7	22.85	10057.2.3	100
2025-4-20 11:3:3.572	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	3	4	0	7	22.79	10057.2.3	100
2025-4-20 11:3:3.831	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	0	7	22.66	10057.2.3	100
2025-4-20 11:3:3.832	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	0	7	22.66	10057.2.3	100
2025-4-20 11:3:3.898	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	4	0	7	22.35	10057.2.3	100
2025-4-20 11:3:3.972	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	4	0	7	22.85	10057.2.3	100
2025-4-20 11:3:4.97	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	0	7	22.79	10057.2.3	100
2025-4-20 11:3:4.172	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	4	0	7	22.79	10057.2.3	100
2025-4-20 11:3:4.295	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	4	0	7	22.72	10057.2.3	100
2025-4-20 11:3:4.371	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	2	6	0	6	22.79	10057.2.3	100
2025-4-20 11:3:4.498	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	6	0	6	22.79	10057.2.3	100
2025-4-20 11:3:4.571	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	0	6	22.60	10057.2.3	100
2025-4-20 11:3:4.697	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	6	0	6	22.85	10057.2.3	100
2025-4-20 11:3:4.772	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	6	0	6	22.79	10057.2.3	100
2025-4-20 11:3:4.896	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	6	0	6	22.85	10057.2.3	100
2025-4-20 11:3:4.972	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	0	6	22.79	10057.2.3	100
2025-4-20 11:3:5.98	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	0	6	22.79	10057.2.3	100
2025-4-20 11:3:5.172	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	6	0	6	22.85	10057.2.3	100
2025-4-20 11:3:5.297	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	0	6	22.60	10057.2.3	100
2025-4-20 11:3:5.380	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	6	1	9	22.47	10057.2.3	100
2025-4-20 11:3:5.497	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	3	6	1	9	22.85	10057.2.3	100
2025-4-20 11:3:5.572	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	2	6	1	9	22.85	10057.2.3	100
2025-4-20 11:3:5.697	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	3	6	1	9	22.72	10057.2.3	100
2025-4-20 11:3:5.797	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	6	1	9	22.72	10057.2.3	100
2025-4-20 11:3:5.897	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	6	1	9	22.79	10057.2.3	100
2025-4-20 11:3:5.997	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	6	1	9	22.66	10057.2.3	100
2025-4-20 11:3:6.97	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	1	9	22.72	10057.2.3	100
2025-4-20 11:3:6.197	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	1	9	22.72	10057.2.3	100
2025-4-20 11:3:6.297	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	1	9	22.79	10057.2.3	100
2025-4-20 11:3:6.396	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.85	10057.2.3	100
2025-4-20 11:3:6.523	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.66	10057.2.3	100
2025-4-20 11:3:6.597	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.79	10057.2.3	100
2025-4-20 11:3:6.722	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.91	10057.2.3	100
2025-4-20 11:3:6.797	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.72	10057.2.3	100
2025-4-20 11:3:6.929	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.79	10057.2.3	100
2025-4-20 11:3:7.24	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.66	10057.2.3	100
2025-4-20 11:3:7.124	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	5	5	22.79	10057.2.3	100
2025-4-20 11:3:7.224	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	3	6	5	5	22.79	10057.2.3	100
2025-4-20 11:3:7.323	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	1	6	5	5	22.85	10057.2.3	100
2025-4-20 11:3:7.398	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.79	10057.2.3	100
2025-4-20 11:3:7.523	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.79	10057.2.3	100
2025-4-20 11:3:7.598	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	0	1	22.91	10057.2.3	100
2025-4-20 11:3:7.722	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	0	1	22.91	10057.2.3	100
2025-4-20 11:3:7.797	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	0	1	22.98	10057.2.3	100
2025-4-20 11:3:7.923	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.79	10057.2.3	100
2025-4-20 11:3:7.996	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	1	0	1	22.47	10057.2.3	100
2025-4-20 11:3:8.122	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.66	10057.2.3	100
2025-4-20 11:3:8.197	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.79	10057.2.3	100
2025-4-20 11:3:8.322	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	0	1	22.79	10057.2.3	100
2025-4-20 11:3:8.398	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	4	22.60	10057.2.3	100
2025-4-20 11:3:8.522	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	2	3	4	22.98	10057.2.3	100
2025-4-20 11:3:8.597	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	3	4	22.79	10057.2.3	100
2025-4-20 11:3:8.722	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	4	22.60	10057.2.3	100
2025-4-20 11:3:8.797	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	2	3	4	22.85	10057.2.3	100
2025-4-20 11:3:8.922	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	3	2	3	4	22.79	10057.2.3	100
2025-4-20 11:3:8.995	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	2	2	3	4	22.79	10057.2.3	100
2025-4-20 11:3:9.121	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	2	3	4	22.60	10057.2.3	100
2025-4-20 11:3:9.195	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	4	22.85	10057.2.3	100
2025-4-20 11:3:9.322	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	4	22.85	10057.2.3	100
2025-4-20 11:3:9.423	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	3	6	22.66	10057.2.3	100
2025-4-20 11:3:9.522	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	3	6	22.98	10057.2.3	100
2025-4-20 11:3:9.622	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	3	6	22.79	10057.2.3	100
2025-4-20 11:3:9.722	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	3	6	22.91	10057.2.3	100
2025-4-20 11:3:9.822	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	3	6	22.85	10057.2.3	100
2025-4-20 11:3:9.921	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	3	5	3	6	22.98	10057.2.3	100
2025-4-20 11:3:10.24	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	5	3	6	22.91	10057.2.3	100
2025-4-20 11:3:10.146	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	5	3	6	22.91	10057.2.3	100
2025-4-20 11:3:10.221	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	3	6	22.85	10057.2.3	100
2025-4-20 11:3:10.346	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	5	3	6	22.79	10057.2.3	100
2025-4-20 11:3:10.421	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	0	2	22.91	10057.2.3	100
2025-4-20 11:3:10.546	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	0	2	22.85	10057.2.3	100
2025-4-20 11:3:10.622	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	2	0	2	22.98	10057.2.3	100
2025-4-20 11:3:10.748	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	0	2	22.91	10057.2.3	100
2025-4-20 11:3:10.823	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	0	2	22.72	10057.2.3	100
2025-4-20 11:3:10.948	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	0	2	22.79	10057.2.3	100
2025-4-20 11:3:11.27	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	2	0	2	22.79	10057.2.3	100
2025-4-20 11:3:11.146	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	0	2	22.72	10057.2.3	100
2025-4-20 11:3:11.222	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	2	2	0	2	22.72	10057.2.3	100
2025-4-20 11:3:11.348	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	0	2	22.85	10057.2.3	100
2025-4-20 11:3:11.423	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	3	6	22.98	10057.2.3	100
2025-4-20 11:3:11.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	3	6	22.60	10057.2.3	100
2025-4-20 11:3:11.622	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	3	6	22.98	10057.2.3	100
2025-4-20 11:3:11.749	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	3	6	22.85	10057.2.3	100
2025-4-20 11:3:11.822	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	6	3	6	22.91	10057.2.3	100
2025-4-20 11:3:11.947	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	6	3	6	22.85	10057.2.3	100
2025-4-20 11:3:12.22	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	3	6	22.85	10057.2.3	100
2025-4-20 11:3:12.147	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	6	3	6	22.72	10057.2.3	100
2025-4-20 11:3:12.221	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	2	6	3	6	22.91	10057.2.3	100
2025-4-20 11:3:12.348	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	3	6	22.79	10057.2.3	100
2025-4-20 11:3:12.422	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	3	8	3	8	22.91	10057.2.3	100
2025-4-20 11:3:12.546	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	8	3	8	22.85	10057.2.3	100
2025-4-20 11:3:12.691	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	8	3	8	22.41	10057.2.3	100
2025-4-20 11:3:12.800	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	8	3	8	22.98	10057.2.3	100
2025-4-20 11:3:12.822	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	2	8	3	8	22.98	10057.2.3	100
2025-4-20 11:3:12.947	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	8	3	8	22.66	10057.2.3	100
2025-4-20 11:3:13.47	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	8	3	8	22.79	10057.2.3	100
2025-4-20 11:3:13.146	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	3	8	3	8	22.85	10057.2.3	100
2025-4-20 11:3:13.247	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	8	3	8	22.72	10057.2.3	100
2025-4-20 11:3:13.347	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	8	3	8	22.85	10057.2.3	100
2025-4-20 11:3:13.447	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	5	3	6	22.66	10057.2.3	100
2025-4-20 11:3:13.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	5	3	6	22.98	10057.2.3	100
2025-4-20 11:3:13.646	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	3	6	22.91	10057.2.3	100
2025-4-20 11:3:13.773	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	3	6	22.79	10057.2.3	100
2025-4-20 11:3:13.859	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	3	6	22.66	10057.2.3	100
2025-4-20 11:3:13.972	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	5	3	6	22.79	10057.2.3	100
2025-4-20 11:3:14.46	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	5	3	6	22.91	10057.2.3	100
2025-4-20 11:3:14.171	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	5	3	6	22.79	10057.2.3	100
2025-4-20 11:3:14.247	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	2	5	3	6	22.85	10057.2.3	100
2025-4-20 11:3:14.375	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	3	6	22.60	10057.2.3	100
2025-4-20 11:3:14.452	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	7	1	5	22.60	10057.2.3	100
2025-4-20 11:3:14.573	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	7	1	5	22.85	10057.2.3	100
2025-4-20 11:3:14.647	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	7	1	5	22.66	10057.2.3	100
2025-4-20 11:3:14.772	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	7	1	5	22.79	10057.2.3	100
2025-4-20 11:3:14.847	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	7	1	5	22.79	10057.2.3	100
2025-4-20 11:3:14.972	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	3	7	1	5	22.79	10057.2.3	100
2025-4-20 11:3:15.62	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	2	7	1	5	22.79	10057.2.3	100
2025-4-20 11:3:15.172	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	7	1	5	22.79	10057.2.3	100
2025-4-20 11:3:15.265	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	2	7	1	5	22.91	10057.2.3	100
2025-4-20 11:3:15.372	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	7	1	5	22.47	10057.2.3	100
2025-4-20 11:3:15.447	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	2	7	5	5	23.10	10057.2.3	100
2025-4-20 11:3:15.623	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	2	7	5	5	22.85	10057.2.3	100
