time	DeviceName	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	AngleX(°)	AngleY(°)	AngleZ(°)	DisplacementX(um)	DisplacementY(um)	DisplacementZ(um)	FrequencyX(hz)	FrequencyY(hz)	FrequencyZ(hz)	Temperature(°C)	VersionNumber()	Electricity(%)
2025-5-1 20:11:7.228	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	3	22.79	10057.2.3	100
2025-5-1 20:11:7.319	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	3	22.66	10057.2.3	100
2025-5-1 20:11:7.438	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	3	22.91	10057.2.3	100
2025-5-1 20:11:7.498	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	3	22.91	10057.2.3	100
2025-5-1 20:11:7.618	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	3	3	22.66	10057.2.3	100
2025-5-1 20:11:7.709	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.79	10057.2.3	100
2025-5-1 20:11:7.828	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.79	10057.2.3	100
2025-5-1 20:11:7.918	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.98	10057.2.3	100
2025-5-1 20:11:8.40	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.79	10057.2.3	100
2025-5-1 20:11:8.128	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.85	10057.2.3	100
2025-5-1 20:11:8.249	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.72	10057.2.3	100
2025-5-1 20:11:8.311	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	1	3	0	1	22.85	10057.2.3	100
2025-5-1 20:11:8.428	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	23.10	10057.2.3	100
2025-5-1 20:11:8.518	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	0	1	22.98	10057.2.3	100
2025-5-1 20:11:8.638	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	1	22.85	10057.2.3	100
2025-5-1 20:11:8.728	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:8.848	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	1	0	22.85	10057.2.3	100
2025-5-1 20:11:8.909	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:9.28	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:9.118	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:9.238	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:9.328	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.98	10057.2.3	100
2025-5-1 20:11:9.448	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.60	10057.2.3	100
2025-5-1 20:11:9.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.79	10057.2.3	100
2025-5-1 20:11:9.658	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	0	22.91	10057.2.3	100
2025-5-1 20:11:9.718	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.66	10057.2.3	100
2025-5-1 20:11:9.838	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.91	10057.2.3	100
2025-5-1 20:11:9.929	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.79	10057.2.3	100
2025-5-1 20:11:10.48	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.79	10057.2.3	100
2025-5-1 20:11:10.137	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.85	10057.2.3	100
2025-5-1 20:11:10.261	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	23.10	10057.2.3	100
2025-5-1 20:11:10.318	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.98	10057.2.3	100
2025-5-1 20:11:10.443	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.98	10057.2.3	100
2025-5-1 20:11:10.529	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.91	10057.2.3	100
2025-5-1 20:11:10.648	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	4	22.85	10057.2.3	100
2025-5-1 20:11:10.742	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.85	10057.2.3	100
2025-5-1 20:11:10.858	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-5-1 20:11:10.948	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	0	0	0	22.72	10057.2.3	100
2025-5-1 20:11:11.69	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	0	0	0	22.85	10057.2.3	100
2025-5-1 20:11:11.128	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.91	10057.2.3	100
2025-5-1 20:11:11.248	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.66	10057.2.3	100
2025-5-1 20:11:11.338	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.66	10057.2.3	100
2025-5-1 20:11:11.458	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	0	0	0	22.79	10057.2.3	100
2025-5-1 20:11:11.549	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.60	10057.2.3	100
2025-5-1 20:11:11.668	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	0	0	0	22.98	10057.2.3	100
2025-5-1 20:11:11.788	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.98	10057.2.3	100
2025-5-1 20:11:11.848	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.91	10057.2.3	100
2025-5-1 20:11:11.938	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.91	10057.2.3	100
2025-5-1 20:11:12.66	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.85	10057.2.3	100
2025-5-1 20:11:12.147	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.85	10057.2.3	100
2025-5-1 20:11:12.268	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.79	10057.2.3	100
2025-5-1 20:11:12.359	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	1	2	22.85	10057.2.3	100
2025-5-1 20:11:12.479	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	1	1	2	22.60	10057.2.3	100
2025-5-1 20:11:12.538	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.91	10057.2.3	100
2025-5-1 20:11:12.658	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	2	22.79	10057.2.3	100
2025-5-1 20:11:12.748	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	3	0	2	22.98	10057.2.3	100
2025-5-1 20:11:12.868	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	1	3	0	2	22.98	10057.2.3	100
2025-5-1 20:11:12.993	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	1	3	0	2	22.85	10057.2.3	100
2025-5-1 20:11:13.78	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	0	2	22.66	10057.2.3	100
2025-5-1 20:11:13.138	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	2	22.72	10057.2.3	100
2025-5-1 20:11:13.258	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	0	2	22.85	10057.2.3	100
2025-5-1 20:11:13.348	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	3	0	2	22.85	10057.2.3	100
2025-5-1 20:11:13.468	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	2	22.91	10057.2.3	100
2025-5-1 20:11:13.558	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	2	22.98	10057.2.3	100
2025-5-1 20:11:13.679	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	0	2	22.85	10057.2.3	100
2025-5-1 20:11:13.767	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	3	22.91	10057.2.3	100
2025-5-1 20:11:13.887	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.91	10057.2.3	100
2025-5-1 20:11:13.948	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	3	22.79	10057.2.3	100
2025-5-1 20:11:14.67	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	3	23.17	10057.2.3	100
2025-5-1 20:11:14.157	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.85	10057.2.3	100
2025-5-1 20:11:14.279	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.79	10057.2.3	100
2025-5-1 20:11:14.368	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.91	10057.2.3	100
2025-5-1 20:11:14.487	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	4	3	22.91	10057.2.3	100
2025-5-1 20:11:14.548	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.98	10057.2.3	100
2025-5-1 20:11:14.668	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	3	22.91	10057.2.3	100
2025-5-1 20:11:14.758	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	1	1	22.91	10057.2.3	100
2025-5-1 20:11:14.878	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	1	22.91	10057.2.3	100
2025-5-1 20:11:14.967	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	1	22.85	10057.2.3	100
2025-5-1 20:11:15.88	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	1	23.17	10057.2.3	100
2025-5-1 20:11:15.178	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	1	22.79	10057.2.3	100
2025-5-1 20:11:15.297	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	1	22.91	10057.2.3	100
2025-5-1 20:11:15.358	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	1	22.98	10057.2.3	100
2025-5-1 20:11:15.477	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	1	22.98	10057.2.3	100
2025-5-1 20:11:15.567	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	3	1	1	22.98	10057.2.3	100
2025-5-1 20:11:15.687	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	1	22.85	10057.2.3	100
2025-5-1 20:11:15.780	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:15.898	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:15.958	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	2	2	22.91	10057.2.3	100
2025-5-1 20:11:16.108	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:16.167	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:16.287	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:16.378	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	2	2	22.91	10057.2.3	100
2025-5-1 20:11:16.497	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	2	2	22.98	10057.2.3	100
2025-5-1 20:11:16.586	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	2	2	22.85	10057.2.3	100
2025-5-1 20:11:16.708	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	2	2	22.79	10057.2.3	100
2025-5-1 20:11:16.768	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	3	1	3	22.79	10057.2.3	100
2025-5-1 20:11:16.888	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	3	22.79	10057.2.3	100
2025-5-1 20:11:16.979	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	3	22.79	10057.2.3	100
2025-5-1 20:11:17.98	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	3	1	3	22.79	10057.2.3	100
2025-5-1 20:11:17.189	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	3	22.91	10057.2.3	100
2025-5-1 20:11:17.309	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	3	22.91	10057.2.3	100
2025-5-1 20:11:17.369	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	3	23.10	10057.2.3	100
2025-5-1 20:11:17.488	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	3	22.91	10057.2.3	100
2025-5-1 20:11:17.579	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	1	3	22.98	10057.2.3	100
2025-5-1 20:11:17.698	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	1	3	22.91	10057.2.3	100
2025-5-1 20:11:17.788	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	23.10	10057.2.3	100
2025-5-1 20:11:17.909	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	1	1	4	22.98	10057.2.3	100
2025-5-1 20:11:17.969	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.79	10057.2.3	100
2025-5-1 20:11:18.118	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.98	10057.2.3	100
2025-5-1 20:11:18.179	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.91	10057.2.3	100
2025-5-1 20:11:18.298	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.91	10057.2.3	100
2025-5-1 20:11:18.388	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.98	10057.2.3	100
2025-5-1 20:11:18.509	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.79	10057.2.3	100
2025-5-1 20:11:18.598	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	4	22.91	10057.2.3	100
2025-5-1 20:11:18.719	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	1	1	4	22.98	10057.2.3	100
2025-5-1 20:11:18.779	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	1	1	3	23.17	10057.2.3	100
2025-5-1 20:11:18.899	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	3	22.91	10057.2.3	100
2025-5-1 20:11:18.989	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	1	1	3	22.98	10057.2.3	100
2025-5-1 20:11:19.110	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	1	1	3	22.85	10057.2.3	100
2025-5-1 20:11:19.199	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	3	22.85	10057.2.3	100
2025-5-1 20:11:19.319	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	1	1	3	22.91	10057.2.3	100
2025-5-1 20:11:19.380	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	1	1	3	22.85	10057.2.3	100
2025-5-1 20:11:19.529	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	1	1	3	23.23	10057.2.3	100
2025-5-1 20:11:19.589	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	3	22.98	10057.2.3	100
2025-5-1 20:11:19.710	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	1	1	3	22.79	10057.2.3	100
2025-5-1 20:11:19.799	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	22.91	10057.2.3	100
2025-5-1 20:11:19.918	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	23.10	10057.2.3	100
2025-5-1 20:11:20.9	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	5	0	3	23.10	10057.2.3	100
2025-5-1 20:11:20.129	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	5	0	3	22.98	10057.2.3	100
2025-5-1 20:11:20.189	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	23.10	10057.2.3	100
2025-5-1 20:11:20.311	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	22.79	10057.2.3	100
2025-5-1 20:11:20.399	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	23.10	10057.2.3	100
2025-5-1 20:11:20.520	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	23.17	10057.2.3	100
2025-5-1 20:11:20.640	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	23.10	10057.2.3	100
2025-5-1 20:11:20.730	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	0	3	22.91	10057.2.3	100
2025-5-1 20:11:20.790	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	1	1	22.91	10057.2.3	100
2025-5-1 20:11:20.955	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	1	1	22.98	10057.2.3	100
2025-5-1 20:11:20.998	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	1	1	23.10	10057.2.3	100
2025-5-1 20:11:21.120	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	1	1	22.98	10057.2.3	100
2025-5-1 20:11:21.210	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	2	1	1	22.91	10057.2.3	100
2025-5-1 20:11:21.362	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	1	1	23.10	10057.2.3	100
2025-5-1 20:11:21.420	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	2	1	1	23.10	10057.2.3	100
2025-5-1 20:11:21.540	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	2	2	1	1	23.17	10057.2.3	100
2025-5-1 20:11:21.600	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	2	1	2	1	1	22.79	10057.2.3	100
2025-5-1 20:11:21.720	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	2	1	1	23.10	10057.2.3	100
2025-5-1 20:11:21.809	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	2	4	22.79	10057.2.3	100
2025-5-1 20:11:21.930	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	2	4	22.91	10057.2.3	100
2025-5-1 20:11:22.20	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	2	2	4	23.23	10057.2.3	100
2025-5-1 20:11:22.138	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	2	2	2	4	22.91	10057.2.3	100
2025-5-1 20:11:22.198	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	2	2	2	4	22.98	10057.2.3	100
2025-5-1 20:11:22.349	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	2	2	4	22.85	10057.2.3	100
2025-5-1 20:11:22.415	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	2	2	4	22.91	10057.2.3	100
2025-5-1 20:11:22.530	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	2	2	4	22.98	10057.2.3	100
2025-5-1 20:11:22.619	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	2	2	4	22.85	10057.2.3	100
2025-5-1 20:11:22.740	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	2	2	4	22.85	10057.2.3	100
2025-5-1 20:11:22.829	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	2	7	3	4	22.91	10057.2.3	100
2025-5-1 20:11:22.954	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	7	3	4	22.79	10057.2.3	100
2025-5-1 20:11:23.45	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	0	7	3	4	22.91	10057.2.3	100
2025-5-1 20:11:23.129	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	2	7	3	4	22.91	10057.2.3	100
2025-5-1 20:11:23.222	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	7	3	4	23.10	10057.2.3	100
2025-5-1 20:11:23.354	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	4	7	3	4	23.10	10057.2.3	100
