time	DeviceName	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	AngleX(°)	AngleY(°)	AngleZ(°)	DisplacementX(um)	DisplacementY(um)	DisplacementZ(um)	FrequencyX(hz)	FrequencyY(hz)	FrequencyZ(hz)	Temperature(°C)	VersionNumber()	Electricity(%)
2025-3-23 15:27:52.506	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	5	2	1	16.41	10057.2.3	100
2025-3-23 15:27:52.625	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	1	16.54	10057.2.3	100
2025-3-23 15:27:52.705	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	2	1	16.79	10057.2.3	100
2025-3-23 15:27:52.825	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	1	16.73	10057.2.3	100
2025-3-23 15:27:52.925	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	1	16.79	10057.2.3	100
2025-3-23 15:27:53.25	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	1	16.73	10057.2.3	100
2025-3-23 15:27:53.106	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	1	16.92	10057.2.3	100
2025-3-23 15:27:53.225	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	1	16.60	10057.2.3	100
2025-3-23 15:27:53.305	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	1	16.73	10057.2.3	100
2025-3-23 15:27:53.425	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	5	2	1	16.79	10057.2.3	100
2025-3-23 15:27:53.505	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	5	1	16.60	10057.2.3	100
2025-3-23 15:27:53.626	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	5	1	16.73	10057.2.3	100
2025-3-23 15:27:53.706	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	5	5	1	16.86	10057.2.3	100
2025-3-23 15:27:53.824	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	1	5	5	1	16.79	10057.2.3	100
2025-3-23 15:27:53.904	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	5	5	1	16.98	10057.2.3	100
2025-3-23 15:27:54.42	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	5	5	1	16.98	10057.2.3	100
2025-3-23 15:27:54.105	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	5	1	16.92	10057.2.3	100
2025-3-23 15:27:54.226	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	5	1	16.92	10057.2.3	100
2025-3-23 15:27:54.306	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	5	1	16.92	10057.2.3	100
2025-3-23 15:27:54.426	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	5	1	16.79	10057.2.3	100
2025-3-23 15:27:54.550	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	7	16.60	10057.2.3	100
2025-3-23 15:27:54.626	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	7	16.79	10057.2.3	100
2025-3-23 15:27:54.840	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	7	16.60	10057.2.3	100
2025-3-23 15:27:54.841	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	4	7	16.79	10057.2.3	100
2025-3-23 15:27:54.905	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	7	16.73	10057.2.3	100
2025-3-23 15:27:55.25	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	7	16.54	10057.2.3	100
2025-3-23 15:27:55.125	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	5	4	7	16.79	10057.2.3	100
2025-3-23 15:27:55.245	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	7	16.73	10057.2.3	100
2025-3-23 15:27:55.324	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	4	7	16.92	10057.2.3	100
2025-3-23 15:27:55.444	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	4	7	16.79	10057.2.3	100
2025-3-23 15:27:55.525	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	5	2	2	16.60	10057.2.3	100
2025-3-23 15:27:55.645	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	2	16.92	10057.2.3	100
2025-3-23 15:27:55.725	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	5	2	2	16.73	10057.2.3	100
2025-3-23 15:27:55.844	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	2	16.60	10057.2.3	100
2025-3-23 15:27:55.925	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	2	16.79	10057.2.3	100
2025-3-23 15:27:56.45	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	2	16.86	10057.2.3	100
2025-3-23 15:27:56.125	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	5	2	2	16.92	10057.2.3	100
2025-3-23 15:27:56.245	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	2	16.60	10057.2.3	100
2025-3-23 15:27:56.325	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	5	2	2	16.86	10057.2.3	100
2025-3-23 15:27:56.445	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	2	2	16.79	10057.2.3	100
2025-3-23 15:27:56.525	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	2	16.98	10057.2.3	100
2025-3-23 15:27:56.646	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	3	2	16.60	10057.2.3	100
2025-3-23 15:27:56.725	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	2	16.92	10057.2.3	100
2025-3-23 15:27:56.845	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	2	16.79	10057.2.3	100
2025-3-23 15:27:56.925	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	3	2	16.86	10057.2.3	100
2025-3-23 15:27:57.49	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	3	3	2	16.73	10057.2.3	100
2025-3-23 15:27:57.125	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	3	2	16.54	10057.2.3	100
2025-3-23 15:27:57.246	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	2	16.79	10057.2.3	100
2025-3-23 15:27:57.325	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	3	2	16.92	10057.2.3	100
2025-3-23 15:27:57.445	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	3	2	16.79	10057.2.3	100
2025-3-23 15:27:57.525	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	1	6	1	1	16.79	10057.2.3	100
2025-3-23 15:27:57.665	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	0	6	1	1	16.98	10057.2.3	100
2025-3-23 15:27:57.724	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	0	6	1	1	16.79	10057.2.3	100
2025-3-23 15:27:57.845	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	1	1	16.54	10057.2.3	100
2025-3-23 15:27:57.945	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	1	1	16.98	10057.2.3	100
2025-3-23 15:27:58.64	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	1	1	16.86	10057.2.3	100
2025-3-23 15:27:58.145	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	6	1	1	16.79	10057.2.3	100
2025-3-23 15:27:58.267	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	6	1	1	16.92	10057.2.3	100
2025-3-23 15:27:58.345	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	6	1	1	16.98	10057.2.3	100
2025-3-23 15:27:58.465	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	6	1	1	17.11	10057.2.3	100
2025-3-23 15:27:58.545	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	2	5	16.86	10057.2.3	100
2025-3-23 15:27:58.665	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	2	5	16.98	10057.2.3	100
2025-3-23 15:27:58.747	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	2	5	16.92	10057.2.3	100
2025-3-23 15:27:58.866	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	2	5	16.79	10057.2.3	100
2025-3-23 15:27:58.945	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	0	4	2	5	16.92	10057.2.3	100
2025-3-23 15:27:59.64	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	2	5	16.79	10057.2.3	100
2025-3-23 15:27:59.146	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	2	5	16.86	10057.2.3	100
2025-3-23 15:27:59.265	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	2	5	16.98	10057.2.3	100
2025-3-23 15:27:59.344	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	2	5	16.92	10057.2.3	100
