time	DeviceName	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	AngleX(°)	AngleY(°)	AngleZ(°)	DisplacementX(um)	DisplacementY(um)	DisplacementZ(um)	FrequencyX(hz)	FrequencyY(hz)	FrequencyZ(hz)	Temperature(°C)	VersionNumber()	Electricity(%)
2025-4-6 10:45:7.207	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	4	0	2	2	6	2	25.50	10057.2.3	100
2025-4-6 10:45:7.297	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	2	6	2	25.63	10057.2.3	100
2025-4-6 10:45:7.387	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	2	1	2	6	2	25.82	10057.2.3	100
2025-4-6 10:45:7.537	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	2	6	2	25.63	10057.2.3	100
2025-4-6 10:45:7.597	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	5	12	6	25.63	10057.2.3	100
2025-4-6 10:45:7.777	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	12	6	25.75	10057.2.3	100
2025-4-6 10:45:7.778	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	2	5	12	6	25.56	10057.2.3	100
2025-4-6 10:45:7.896	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	5	2	6	5	12	6	25.56	10057.2.3	100
2025-4-6 10:45:8.17	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	0	5	12	6	25.50	10057.2.3	100
2025-4-6 10:45:8.106	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	4	5	12	6	25.75	10057.2.3	100
2025-4-6 10:45:8.197	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	2	5	12	6	25.63	10057.2.3	100
2025-4-6 10:45:8.316	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	1	0	5	12	6	25.37	10057.2.3	100
2025-4-6 10:45:8.407	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	5	12	6	25.69	10057.2.3	100
2025-4-6 10:45:8.497	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	5	12	6	25.63	10057.2.3	100
2025-4-6 10:45:8.587	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	2	4	6	3	25.63	10057.2.3	100
2025-4-6 10:45:8.707	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	6	3	25.50	10057.2.3	100
2025-4-6 10:45:8.797	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	0	4	6	3	25.69	10057.2.3	100
2025-4-6 10:45:8.917	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	5	0	0	4	6	3	25.69	10057.2.3	100
2025-4-6 10:45:9.109	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	6	3	25.50	10057.2.3	100
2025-4-6 10:45:9.126	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	0	4	6	3	25.82	10057.2.3	100
2025-4-6 10:45:9.186	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	1	0	4	6	3	25.50	10057.2.3	100
2025-4-6 10:45:9.307	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	1	0	4	6	3	25.63	10057.2.3	100
2025-4-6 10:45:9.397	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	6	3	25.75	10057.2.3	100
2025-4-6 10:45:9.547	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	6	3	25.56	10057.2.3	100
2025-4-6 10:45:9.727	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	2	3	25.69	10057.2.3	100
2025-4-6 10:45:9.727	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	2	1	3	2	3	25.37	10057.2.3	100
2025-4-6 10:45:9.787	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	2	3	25.63	10057.2.3	100
2025-4-6 10:45:9.907	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	1	3	2	3	25.63	10057.2.3	100
2025-4-6 10:45:9.997	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	3	2	3	25.63	10057.2.3	100
2025-4-6 10:45:10.117	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	2	3	25.63	10057.2.3	100
2025-4-6 10:45:10.208	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	3	0	1	3	2	3	25.69	10057.2.3	100
2025-4-6 10:45:10.327	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	3	2	3	25.69	10057.2.3	100
2025-4-6 10:45:10.418	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	3	2	3	25.69	10057.2.3	100
2025-4-6 10:45:10.537	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	3	2	3	25.63	10057.2.3	100
2025-4-6 10:45:10.598	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	2	5	25.63	10057.2.3	100
2025-4-6 10:45:10.717	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	0	0	4	2	5	25.56	10057.2.3	100
2025-4-6 10:45:10.806	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	2	0	1	4	2	5	25.75	10057.2.3	100
2025-4-6 10:45:10.987	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	0	4	2	5	25.50	10057.2.3	100
2025-4-6 10:45:11.17	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	0	0	1	4	2	5	25.50	10057.2.3	100
2025-4-6 10:45:11.227	WTbob(8021AB414BBE)	0	0	0	0.000	0.000	0.000	1	2	0	4	2	5	25.75	10057.2.3	100
